,smiles,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
1455,CN1CCCC1CNc1nc(Cl)nc(-n2cncn2)n1,0.0175294266777874,0.361098839697986,0.0409999999999999,0.212,0.172,-0.172,-0.306,-0.037,0.055,-0.988,0.988,0.2689999999999999,0.247,0.253,3.719
1456,COc1ccccc1C(C)(C)CCNC(C)(C)C,0.0602321390458985,0.2996907223424664,0.005,0.125,0.12,-0.12,-0.2769999999999999,0.037,0.023,-0.698,0.698,0.314,0.311,0.13,3.181
1457,COc1ccc(C(C)Nc2cn(C)nc2C)cc1OC,0.0537275090208076,0.2698502727358346,0.005,0.113,0.108,-0.108,-0.249,0.033,0.021,-0.984,0.984,0.282,0.264,0.118,3.544
1458,CCCn1ccnc1C(NC)c1ccc(C)c(OC)c1,0.0236665634811218,0.2495278975726974,0.017,0.13,0.113,-0.113,-0.22,-0.006,0.03,-0.696,0.696,0.213,0.139,0.146,4.686
1459,CNCCC(=O)Nc1cnn(CC(=O)N2CC(C)OC(C)C2)c1.Cl,0.031200174527131,0.2990292345433046,0.018,0.152,0.134,-0.134,-0.265,-0.003,0.034,-0.626,0.626,0.262,0.221,0.17,3.821
1460,C#CC(NC(=O)[C@H]1CCCN1)C(C)C,0.0734251457069586,0.3204540893717115,0.004,0.127,0.124,-0.124,-0.299,0.052,0.022,-0.831,0.831,0.35,0.326,0.131,2.854
1461,Nc1ncccc1CC1CCOC2(CCSC2)C1,0.0436581947446781,0.3131409742587562,0.013,0.147,0.135,-0.135,-0.282,0.013,0.031,-0.745,0.745,0.295,0.25,0.16,3.386
1462,CCCCCCCC[N+](C)(C)CCCI,0.030244692150564,0.0109512980083451,0.01,0.0,-0.01,0.01,-0.01,0.0289999999999999,0.001,-0.307,0.307,0.039,-0.22,0.01,25.789
1463,Brc1cccc(Nc2ccc(I)cc2)n1,0.0270842504434577,0.3093557940746637,0.022,0.163,0.141,-0.141,-0.271,-0.011,0.038,-0.687,0.687,0.26,0.215,0.186,3.849
1464,CCNC(CN(C)CC(F)F)c1cc(C)ccc1C,0.0592031580249801,0.3150151896897145,0.0069999999999999,0.135,0.128,-0.128,-0.29,0.034,0.025,-0.593,0.593,0.324,0.318,0.142,3.09
1465,COc1ccc(CNCCCN2CCC(O)CC2)cc1,0.0546829913973746,0.3030716599826267,0.0069999999999999,0.131,0.124,-0.124,-0.278,0.03,0.025,-0.604,0.604,0.308,0.291,0.139,3.2510000000000003
1466,Oc1c(F)cccc1CNc1ccc(N2CCCC2)nc1,0.0338461257237782,0.2905033917985527,0.015,0.144,0.128,-0.128,-0.259,0.002,0.032,-0.643,0.643,0.261,0.238,0.159,3.826
1467,C=C/C=C/C.CC.CC.CC1OC(O)CC(N)C1O.COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3,0.0006614877991617,0.2182174750790392,0.073,0.182,0.109,-0.109,-0.158,-0.06,0.061,-0.916,0.916,0.0969999999999999,0.083,0.255,10.258
1468,CC(=O)Nc1cc(NCc2cc(C)ccc2O)ccc1C,0.0422984698241789,0.304321136936599,0.012,0.143,0.131,-0.131,-0.2739999999999999,0.012,0.03,-0.966,0.966,0.287,0.28,0.156,3.487
1469,CC(=O)c1ccc(S(=O)(=O)Nc2ccccc2Oc2cccc(C)c2)cc1,0.0090770825773867,0.3654720090368889,0.0559999999999999,0.2339999999999999,0.178,-0.178,-0.301,-0.0559999999999999,0.065,-0.867,0.867,0.245,0.237,0.29,4.084
1470,Cc1cnn(CCNCCc2cnn(C)c2)c1,0.0769530806358215,0.3150886883340659,0.003,0.122,0.119,-0.119,-0.295,0.057,0.02,-0.901,0.901,0.352,0.346,0.125,2.843
1471,CCNC(C)c1ncc(-c2cc(Br)ccc2Br)o1,0.0200283805857319,0.3415849496227131,0.034,0.195,0.161,-0.161,-0.293,-0.0289999999999999,0.049,-0.5379999999999999,0.5379999999999999,0.264,0.257,0.2289999999999999,3.795
1472,Cc1cc(C)n(-c2nnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2N)n1,0.0359775864099662,0.3281346977064234,0.019,0.165,0.146,-0.146,-0.291,-0.001,0.037,-0.594,0.594,0.291,0.288,0.183,3.44
1473,CNc1nnc(C(=O)NCc2ccc(Br)s2)s1,0.0213881055062312,0.3450761352294004,0.033,0.195,0.162,-0.162,-0.296,-0.027,0.049,-0.901,0.901,0.2689999999999999,0.259,0.228,3.715
1474,COCCNCCN(C)Cc1cnn(-c2ccccc2)n1,0.030134444184037,0.3337940933214743,0.023,0.175,0.152,-0.152,-0.293,-0.011,0.0409999999999999,-0.624,0.624,0.282,0.2769999999999999,0.1989999999999999,3.542
1475,CCOC1CC(N)(C(=O)N(C)Cc2scnc2C)C1(C)C,0.0364920769204254,0.325304999898898,0.018,0.162,0.144,-0.144,-0.289,0.001,0.036,-0.536,0.536,0.29,0.2689999999999999,0.18,3.45
1476,CNCc1ccc(Oc2cc(Br)ccc2Cl)nc1,0.0378885511631002,0.3340513385767039,0.018,0.166,0.148,-0.148,-0.297,0.001,0.037,-0.5529999999999999,0.5529999999999999,0.299,0.291,0.184,3.35
1477,N#CC1(C2=CCCC=C2)CCNCC1,0.0370065674308845,0.3256357437984789,0.018,0.162,0.144,-0.144,-0.29,0.001,0.036,-0.365,0.365,0.291,0.286,0.179,3.435
1478,CCS(=O)(=O)N1CCN(c2ccc([N+](=O)[O-])c(NCCc3ccc(OC)c(OC)c3)c2)CC1,0.0138912437823975,0.3065995949114896,0.036,0.182,0.146,-0.146,-0.259,-0.034,0.048,-0.975,0.975,0.225,0.206,0.218,4.435
1479,CCC1CCCN(C(CN)c2ccc3c(c2)CCO3)CC1,0.0535070130877536,0.287489947380149,0.006,0.123,0.1169999999999999,-0.1169999999999999,-0.264,0.03,0.023,-0.598,0.598,0.295,0.284,0.13,3.395
1480,ON=C1C2CCCC1C(c1cccc(Cl)c1)NC2c1cccc(Cl)c1,0.0442461838994886,0.3419891921666453,0.015,0.1639999999999999,0.149,-0.149,-0.307,0.009,0.035,-0.615,0.615,0.316,0.313,0.18,3.164
1481,C=CCOc1cc(O)ccc1OC[C@H](O)CNC(C)C,0.0514490510459169,0.2906136397650797,0.0069999999999999,0.127,0.12,-0.12,-0.266,0.027,0.024,-0.564,0.564,0.293,0.268,0.134,3.409
1482,Nc1nccc2occ(-c3ccc(NC(=O)Nc4cc(F)cc(F)c4)cc3)c12,0.0244382992468105,0.307408079999354,0.024,0.166,0.141,-0.141,-0.268,-0.015,0.04,-0.782,0.782,0.253,0.223,0.19,3.959
1483,CCOC(C)CNS(=O)(=O)c1c(C)cc(F)cc1C,0.0346913601338183,0.3677137176896039,0.025,0.191,0.1669999999999999,-0.1669999999999999,-0.324,-0.009,0.044,-0.685,0.685,0.314,0.305,0.216,3.1830000000000003
1484,NC[C@H]1CCC[C@H]1C(=O)Nc1cccc2ncccc12,0.0152142193807211,0.3448923886185221,0.0409999999999999,0.206,0.165,-0.165,-0.291,-0.039,0.054,-0.481,0.481,0.253,0.238,0.247,3.96
1485,NCC1(CC(=O)Cc2ccccn2)CCC1,0.0435111974559755,0.3095762900077176,0.012,0.145,0.133,-0.133,-0.2789999999999999,0.013,0.03,-0.879,0.879,0.293,0.262,0.158,3.418
1486,COCCn1c(N)c(C(=O)CN2CCCCC2C2OCCO2)c(=O)[nH]c1=O,0.0299506975731588,0.2924143565516867,0.018,0.149,0.131,-0.131,-0.259,-0.004,0.034,-0.952,0.952,0.255,0.208,0.1669999999999999,3.925
1487,CC(C)N1CCN(S(=O)(=O)N2CCNCC2)CC1,0.0847439369370604,0.2954645502922661,0.001,0.106,0.105,-0.105,-0.28,0.069,0.016,-0.828,0.828,0.348,0.346,0.107,2.8710000000000004
1488,CNC(=O)Nc1ccc(C#CC#Cc2ccc(C(=O)NC(C(=O)NO)C(C)(N)C(F)F)cc2)cc1,0.0079011042677658,0.3305601529700166,0.051,0.213,0.161,-0.161,-0.271,-0.051,0.059,-0.639,0.639,0.22,0.186,0.264,4.538
1489,CC/C=N/Nc1c2ccccc2nc2ccccc12,0.0057696435815778,0.3279509510955451,0.0559999999999999,0.217,0.161,-0.161,-0.266,-0.0559999999999999,0.062,-0.373,0.373,0.21,0.1689999999999999,0.273,4.753
1490,CN(CC1CCCC1)C(CN)c1ccco1,0.071146687732068,0.2903563945098501,0.003,0.1119999999999999,0.11,-0.11,-0.272,0.053,0.019,-0.555,0.555,0.324,0.306,0.115,3.082
1491,c1nc(CCNC2CC3CC2C2CCCC32)cs1,0.0382192950626812,0.3142802032462015,0.016,0.154,0.138,-0.138,-0.281,0.005,0.033,-0.972,0.972,0.286,0.25,0.1689999999999999,3.498
1492,CSCC[C@@H](N)C(=O)Nc1cc([N+](=O)[O-])c(C)cc1C,0.0118332817405609,0.3457376230285621,0.047,0.213,0.1669999999999999,-0.1669999999999999,-0.288,-0.046,0.057,-0.998,0.998,0.243,0.225,0.26,4.119
1493,CCOc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)NC(C)c2ccccc2)cc1C,0.0418942272802466,0.3217770649700351,0.0139999999999999,0.154,0.14,-0.14,-0.289,0.009,0.033,-0.466,0.466,0.298,0.282,0.1689999999999999,3.3560000000000003
1494,CCOc1ncccc1CNc1nc(-c2ccncc2)nc2ccccc12,0.0142219876819784,0.3400414780913356,0.042,0.204,0.163,-0.163,-0.286,-0.04,0.054,-0.507,0.507,0.247,0.226,0.246,4.053
1495,C[C@@H]1CN(C(=O)C(C)(C)Oc2cccc(Cl)c2)CCN1,0.0430702055898676,0.3141699552796745,0.013,0.149,0.136,-0.136,-0.283,0.012,0.031,-0.979,0.979,0.295,0.2769999999999999,0.161,3.391
1496,C=C(/C=C\C(C[C@@H](C#N)NC(=O)[C@H]1N[C@@H]2CC[C@H]1C2)=C(/C)F)c1ccc(F)c(S(=O)(=O)N2CCN(C)CC2)c1,0.0271944984099846,0.3208215825934681,0.024,0.171,0.147,-0.147,-0.281,-0.013,0.04,-0.986,0.986,0.267,0.262,0.195,3.74
1497,CNc1ncnc2c1ncn2-c1ccc(NC(=O)Nc2ccc(CCc3ccncc3)c(C(F)(F)F)c2)cc1,0.0231888222928383,0.3217770649700351,0.0279999999999999,0.177,0.149,-0.149,-0.2789999999999999,-0.02,0.043,-0.918,0.918,0.259,0.249,0.205,3.863
1498,CCOc1ccc(NCC2CC3C=CC2C3)cc1,0.0504935686693499,0.2606996915140965,0.005,0.11,0.105,-0.105,-0.24,0.03,0.02,-0.631,0.631,0.27,0.205,0.1159999999999999,3.7
1499,CC1CCC(N(C)C(=O)c2cccc3c2CCCN3)CC1.Cl,0.0433274508450972,0.2903931438320257,0.01,0.134,0.124,-0.124,-0.263,0.016,0.027,-0.958,0.958,0.2789999999999999,0.258,0.144,3.584
1500,CCS(=O)(=O)Nc1cccc(C(=O)N2C[C@H](C(=O)NCc3ccccc3)Oc3ccccc32)c1,0.0273047463765116,0.3225855500578995,0.024,0.172,0.148,-0.148,-0.282,-0.013,0.0409999999999999,-0.7829999999999999,0.7829999999999999,0.2689999999999999,0.245,0.196,3.721
1501,CN1CCC(C2(c3cccnc3)CCNC2)CC1,0.0368595701421819,0.3038801450704911,0.015,0.149,0.134,-0.134,-0.272,0.005,0.032,-0.982,0.982,0.276,0.251,0.1639999999999999,3.621
1502,C[C@H](Nc1nccc(N2C(=O)OC[C@@H]2[C@@H](C)OC(C)(C)C)n1)c1cnc(-c2ccc(C(F)(F)F)nc2)s1,0.0090770825773867,0.3573136595138935,0.054,0.228,0.174,-0.174,-0.294,-0.054,0.063,-0.98,0.98,0.24,0.226,0.282,4.163
1503,CCNCCCCCCOc1ccccc1F,0.0506773152802282,0.312405987815243,0.01,0.14,0.131,-0.131,-0.285,0.023,0.0279999999999999,-0.998,0.998,0.307,0.302,0.15,3.254
1504,CC(C)(N)CC(=O)NCc1cc(Cl)ccc1F,0.0396525186275317,0.3486775688026145,0.019,0.173,0.155,-0.155,-0.31,0.001,0.038,-0.64,0.64,0.312,0.309,0.192,3.207
1505,CCC(C)c1ccc(S(=O)(=O)N2CC(N)C2)cc1,0.0376313059078707,0.3484203235473849,0.02,0.175,0.155,-0.155,-0.309,-0.002,0.039,-0.75,0.75,0.308,0.289,0.195,3.252
1506,Cc1ccc2[nH]ncc2c1-c1cc2ncc3c(c2cc1Cl)N1CCNCC1CO3,0.018631906343057,0.3004624581081552,0.0289999999999999,0.17,0.141,-0.141,-0.258,-0.024,0.042,-0.512,0.512,0.2339999999999999,0.211,0.1989999999999999,4.268
1507,Cc1cccc(CCC(C)NCCCC2CC2)c1,0.0547564900417259,0.2993232291207099,0.0069999999999999,0.129,0.122,-0.122,-0.275,0.03,0.025,-0.922,0.922,0.305,0.276,0.136,3.278
1508,O=C(Cc1ccc(NCc2ccsc2)cc1)NCc1ccc2c(c1)OCO2,0.0432539522007459,0.2921938606186328,0.011,0.135,0.124,-0.124,-0.265,0.016,0.0279999999999999,-0.893,0.893,0.28,0.278,0.146,3.569
1509,N#Cc1ccc(COc2cccc(Cl)c2CCN)c(Cl)c1,0.0119067803849122,0.3551454495055298,0.048,0.22,0.172,-0.172,-0.296,-0.047,0.059,-0.966,0.966,0.248,0.236,0.268,4.024
1510,CCCCC(CC)CN(C)c1cccc(C(N)=S)c1,0.0162064510794638,0.3048356274470581,0.033,0.177,0.144,-0.144,-0.26,-0.0289999999999999,0.045,-0.631,0.631,0.231,0.214,0.209,4.333
1511,COCCNCC(=O)N1CCC(C)C(C)C1.Cl,0.0659650333053007,0.3187268712294557,0.005,0.132,0.126,-0.126,-0.295,0.042,0.024,-0.88,0.88,0.337,0.311,0.1369999999999999,2.964
1512,O=C1Nc2cc(F)cc(F)c2N2CCNCC12,0.0351691013221018,0.2976695096228054,0.015,0.147,0.131,-0.131,-0.266,0.003,0.032,-0.6459999999999999,0.6459999999999999,0.2689999999999999,0.2269999999999999,0.162,3.721
1513,CN=C(NCCOCC(F)(F)F)N1CCS(=O)(=O)C(C)(C)C1.I,0.0162799497238151,0.3048723767692338,0.032,0.177,0.144,-0.144,-0.26,-0.0289999999999999,0.045,-0.8190000000000001,0.8190000000000001,0.231,0.187,0.209,4.329
1514,CCC1CCC(CNCC(=O)N(C)C)CC1,0.0761445955479571,0.3087310555976775,0.003,0.119,0.1159999999999999,-0.1159999999999999,-0.289,0.057,0.02,-0.915,0.915,0.346,0.324,0.121,2.892
1515,CC1CC(C)CN(C(=O)C(=O)N(c2ccccc2)c2ccc(N)cc2)C1,0.0366758235313036,0.2952440543592122,0.0139999999999999,0.143,0.129,-0.129,-0.264,0.006,0.031,-0.6609999999999999,0.6609999999999999,0.27,0.236,0.158,3.703
1516,Cc1nc(N)c2c(C#N)cn(C3O[C@H](COC(=O)c4ccccc4)[C@@H](OC(=O)c4ccccc4)[C@H]3OC(=O)c3ccccc3)c2n1,0.0207266177070694,0.3357050580746083,0.032,0.19,0.157,-0.157,-0.288,-0.027,0.047,-0.967,0.967,0.262,0.218,0.222,3.822
1517,NC(=S)N(NC(=O)c1ccc2ncccc2c1)c1ccc2c(c1)OCCO2,0.005108155782416,0.3236512804009935,0.057,0.216,0.159,-0.159,-0.262,-0.057,0.062,-0.973,0.973,0.205,0.19,0.273,4.879
1518,Cc1cccc(Nc2cc(C)nc3c(-c4ccccc4)c(C(F)(F)F)nn23)c1,0.0195138900752728,0.3135452168026884,0.03,0.177,0.147,-0.147,-0.2689999999999999,-0.025,0.044,-0.65,0.65,0.245,0.213,0.207,4.085
1519,CCNc1ccc2cc(Cl)c(F)cc2n1,0.0190361488869892,0.323063291246183,0.032,0.184,0.152,-0.152,-0.2769999999999999,-0.027,0.046,-0.596,0.596,0.249,0.217,0.216,4.009
1520,COc1ccc(OC)c(C(N)c2ccc(C)s2)c1,0.0464511432300279,0.2895479094219857,0.009,0.131,0.122,-0.122,-0.264,0.02,0.026,-0.615,0.615,0.284,0.271,0.14,3.522
1521,CNCc1sc(COc2ccc(C)cc2C)nc1COC,0.0422984698241789,0.3097967859407716,0.013,0.147,0.134,-0.134,-0.2789999999999999,0.012,0.031,-0.917,0.917,0.291,0.2739999999999999,0.159,3.442
1522,Cc1cc2oc3c(c2cc1NS(=O)(=O)c1cccs1)C(=O)CCC3,0.0254672802677289,0.3328753602670829,0.027,0.181,0.154,-0.154,-0.289,-0.018,0.044,-0.87,0.87,0.271,0.263,0.208,3.687
1523,Cc1nc(Oc2ccccc2C#N)cc(N2CCC(Oc3ncc(F)c(N)n3)CC2)n1,0.019918132619205,0.3451863831959273,0.035,0.198,0.163,-0.163,-0.295,-0.03,0.05,-0.952,0.952,0.265,0.259,0.2319999999999999,3.768
1524,O=S(=O)(Nc1ccsc1)c1cc(Cl)cc(CO)c1Cl,0.0173456800669091,0.3599596107105406,0.0409999999999999,0.212,0.171,-0.171,-0.305,-0.037,0.055,-0.931,0.931,0.268,0.247,0.253,3.736
1525,N[C@H]1C[C@@H](N2CC3=C(CC(C(=O)c4ccccc4)C3)C2)CO[C@@H]1c1cc(F)ccc1F,0.0184849090543544,0.3178081381750644,0.032,0.182,0.15,-0.15,-0.272,-0.027,0.046,-0.985,0.985,0.245,0.218,0.214,4.085
1526,Cc1cc(OCCN2CCC(N[C@@H]3CC3c3ccccc3)CC2)n(C)n1,0.0521105388450787,0.3038433957483155,0.008,0.134,0.126,-0.126,-0.278,0.026,0.026,-0.982,0.982,0.304,0.297,0.142,3.2910000000000004
1527,CC(C)c1ccc(Oc2ccccc2C(C)N)cc1,0.0446136771212451,0.3085473089867993,0.012,0.144,0.132,-0.132,-0.2789999999999999,0.015,0.03,-0.54,0.54,0.294,0.264,0.155,3.403
1528,Cc1nnnn1-c1cccc(NC(C)c2cncs2)c1,0.0274149943430386,0.3344555811206361,0.026,0.179,0.154,-0.154,-0.292,-0.015,0.043,-0.629,0.629,0.2769999999999999,0.244,0.205,3.614
1529,COCCOc1cc(C(N)=O)c(NC(O)c2cccc([N+](=O)[O-])c2)cc1OC,0.0045201666276055,0.3283551936394773,0.06,0.222,0.162,-0.162,-0.264,-0.059,0.064,-0.976,0.976,0.205,0.159,0.281,4.879
1530,COc1ccc(NCC(=O)N/N=C\c2ccc(F)c(Br)c2)cc1,0.015544963280302,0.3162646666436868,0.035,0.186,0.15,-0.15,-0.268,-0.032,0.048,-0.954,0.954,0.236,0.21,0.221,4.2360000000000015
1531,CN=C(NCCS(=O)(=O)c1ccccc1F)N1CCc2ccccc21.I,0.022784579748906,0.3032921559156806,0.025,0.165,0.14,-0.14,-0.263,-0.017,0.04,-0.972,0.972,0.246,0.195,0.191,4.062
1532,CCC.Cc1nc(NCc2cnn(Cc3ccnc(Cl)c3)c2)nc2c1NC(=O)CN2C,0.0223068385606225,0.2969345231792923,0.025,0.162,0.1369999999999999,-0.1369999999999999,-0.258,-0.017,0.039,-0.979,0.979,0.241,0.231,0.187,4.15
1533,Nc1ccc(COc2ncc(Br)cc2C(F)(F)F)cc1,0.0216086014392851,0.3215933183591568,0.0289999999999999,0.179,0.15,-0.15,-0.2769999999999999,-0.022,0.044,-0.991,0.991,0.255,0.2239999999999999,0.208,3.922
1534,CCC1COC(C)CN1C(=O)c1cnc(NC)c(Cl)c1,0.0305386867279692,0.3186901219072801,0.021,0.165,0.144,-0.144,-0.281,-0.0069999999999999,0.038,-0.601,0.601,0.273,0.247,0.186,3.659
1535,CNCc1cccc(F)c1Oc1ccc(Br)cc1Cl,0.0385132896400864,0.3235777817566422,0.016,0.159,0.143,-0.143,-0.289,0.004,0.035,-0.6579999999999999,0.6579999999999999,0.293,0.276,0.175,3.4160000000000004
1536,CCNC(CCN1CCCCCC1C)C(=O)OCC,0.0715876795981759,0.2796990910789101,0.002,0.106,0.104,-0.104,-0.263,0.055,0.017,-0.928,0.928,0.317,0.289,0.108,3.153
1537,C=C/C(F)=C\C1=C(C)N(C(=O)C2=CCCO2)CC1(CC)CCNC,0.0146997288702619,0.2902461465433231,0.032,0.17,0.138,-0.138,-0.247,-0.0289999999999999,0.044,-0.493,0.493,0.218,0.175,0.2019999999999999,4.592
1538,CC([NH2+]CCCn1cnc2c1c(=O)n(C)c(=O)n2C)C(O)c1ccc(OCc2ccccc2)cc1.[Cl-],0.0033809376401602,0.2880411872127838,0.054,0.1969999999999999,0.142,-0.142,-0.231,-0.054,0.057,-0.998,0.998,0.177,0.171,0.251,5.655
1539,Cc1c(Cn2c(C)cc3c2CCCC3N)cnn1C,0.0680229953471373,0.2637131359325002,0.002,0.1,0.098,-0.098,-0.248,0.052,0.016,-0.928,0.928,0.3,0.266,0.1009999999999999,3.3360000000000003
1540,CS(=O)(=O)c1ccccc1NCc1ccc(OC(F)F)cn1,0.0277089889204438,0.3276937058403155,0.024,0.174,0.15,-0.15,-0.286,-0.013,0.0409999999999999,-0.95,0.95,0.273,0.236,0.1989999999999999,3.663
1541,COC(=O)c1ccc(N2CCN(C)CC2)c(NC(=S)NC(=O)c2cccc(OC(C)C)c2)c1,0.0133767532719384,0.3176243915641861,0.039,0.191,0.152,-0.152,-0.267,-0.037,0.05,-0.767,0.767,0.231,0.21,0.2289999999999999,4.334
1542,CCNC(C)(CCOc1c(F)c(F)cc(F)c1F)C(N)=O,0.0482151106944593,0.3380937640160259,0.013,0.158,0.145,-0.145,-0.305,0.015,0.033,-0.47,0.47,0.321,0.31,0.171,3.117
1543,CC1(C)[C@H]2CC[C@]1(C)[C@@H]([NH2+]C[C@H](O)COc1ccc(C#N)cc1)C2,0.0167576909120986,0.0144057342928567,0.003,0.001,-0.001,0.001,-0.0139999999999999,0.017,0.0,-0.327,0.327,0.031,-0.223,0.004,32.115
1544,CCOc1ccccc1NC(=O)C1=C(C)Nc2nnnn2C1c1ccc(OCc2cccc(Br)c2)cc1,0.0231888222928383,0.3220343102252647,0.0279999999999999,0.177,0.149,-0.149,-0.2789999999999999,-0.02,0.043,-0.7440000000000001,0.7440000000000001,0.259,0.241,0.205,3.861
1545,COc1ccc(NC(=O)C2C3NC(=S)N(c4ccc(F)cc4)C2(C)Oc2ccc(Cl)cc23)cc1,0.0294729563848753,0.2999112182755204,0.019,0.154,0.135,-0.135,-0.265,-0.006,0.035,-0.948,0.948,0.259,0.244,0.174,3.866
1546,CC1=CCCN(c2cc(C)ncc2CNC2CC2)C1,0.050273072736296,0.3014914391290736,0.009,0.134,0.126,-0.126,-0.275,0.024,0.026,-0.76,0.76,0.299,0.281,0.143,3.345
1547,NC1=NC2(c3ccccc3F)CO[C@H](C(F)(F)F)C2CO1,0.0450914183095286,0.3406294672461461,0.015,0.163,0.148,-0.148,-0.306,0.011,0.034,-0.7959999999999999,0.7959999999999999,0.317,0.303,0.177,3.157
1548,COc1cc(NC(=O)CNc2ccc(OC(F)F)c(Cl)c2)c(C)cc1[N+](=O)[O-],0.0092240798660894,0.3466563560829535,0.052,0.22,0.1689999999999999,-0.1689999999999999,-0.286,-0.052,0.061,-0.942,0.942,0.2339999999999999,0.209,0.272,4.266
1549,NCC1CCC(CN2CCn3cnnc3C2)O1,0.0700442080667984,0.3055338645683956,0.004,0.121,0.118,-0.118,-0.285,0.049,0.021,-0.912,0.912,0.3339999999999999,0.307,0.125,2.9930000000000003
1550,CCCC(=O)N1CCNCC(Cc2ccccn2)C1,0.0396525186275317,0.3189473671625096,0.015,0.155,0.14,-0.14,-0.286,0.006,0.033,-0.941,0.941,0.292,0.2739999999999999,0.17,3.428
1551,Nc1cc2c(cc1C1CCc3cc(O)ccc3C1)OCO2,0.0468921350961357,0.2687477930705649,0.0069999999999999,0.118,0.111,-0.111,-0.246,0.024,0.023,-0.985,0.985,0.27,0.2339999999999999,0.125,3.703
1552,COC(=O)c1[nH]cc(Cc2cccs2)c1NC(=S)NC(=O)c1ccccc1,0.0142587370041541,0.3322873711122724,0.04,0.1989999999999999,0.159,-0.159,-0.28,-0.038,0.052,-0.807,0.807,0.242,0.236,0.239,4.13
1553,COC(C)(C)C(=O)Nc1ccc(N)c(F)c1,0.0462673966191496,0.2849174948278532,0.009,0.128,0.119,-0.119,-0.26,0.021,0.025,-0.519,0.519,0.28,0.2189999999999999,0.1369999999999999,3.5660000000000003
1554,C[C@@H]1CCc2cccc(c2)C[C@@](C)(N)C(=O)OCc2cc(nc(N(C)S(C)(=O)=O)c2)CC1,0.0321556569036981,0.3430549225097394,0.023,0.179,0.155,-0.155,-0.302,-0.009,0.0409999999999999,-0.956,0.956,0.293,0.291,0.2019999999999999,3.418
1555,Cc1cc(C#CCN)cc(C(=O)N2CCC(C)C(C)C2)c1,0.0341768696233591,0.3327651123005559,0.02,0.17,0.149,-0.149,-0.294,-0.004,0.038,-0.4429999999999999,0.4429999999999999,0.29,0.28,0.19,3.447
1556,NC(=NCc1cccc(OC(F)F)c1)N1CCN(c2ccc(F)cc2)CC1,0.0403507557488691,0.311560753405203,0.0139999999999999,0.15,0.136,-0.136,-0.28,0.008,0.032,-0.701,0.701,0.288,0.2739999999999999,0.1639999999999999,3.471
1557,C[NH+](CC(=O)Nc1ccccc1Cl)Cc1nnc(-c2ccc(Cl)cc2)o1,0.0005879891548104,0.0712936850207706,0.0139999999999999,0.05,0.035,-0.035,-0.057,-0.0139999999999999,0.015,-0.6559999999999999,0.6559999999999999,0.042,-0.174,0.064,23.57
1558,Cc1cnc(NCCOC2CCCCC2)cc1[N+](=O)[O-],0.0057328942594021,0.3544104630620167,0.062,0.236,0.174,-0.174,-0.287,-0.062,0.067,-0.679,0.679,0.225,0.189,0.298,4.44
1559,O=C(NC1CCOc2ccc(Br)cc21)c1cccc(NS(=O)(=O)c2ccccc2)c1,0.0223435878827982,0.3337573439992987,0.03,0.186,0.156,-0.156,-0.288,-0.024,0.046,-0.987,0.987,0.264,0.245,0.216,3.782
1560,NC1=NN(Cc2cc(-c3ccc(C(F)(F)F)cc3C(F)(F)F)no2)Cc2[nH]c(-c3cccc(F)c3F)nc21,0.0106573034309399,0.3131042249365805,0.042,0.193,0.151,-0.151,-0.261,-0.041,0.052,-0.985,0.985,0.22,0.18,0.236,4.553999999999999
1561,COc1cc2nccc(Oc3ccc4c(NS(=O)(=O)C5C=CC(F)=CC5)cccc4c3)c2cc1OC,0.0156919605690046,0.3229162939574804,0.036,0.19,0.154,-0.154,-0.274,-0.033,0.049,-0.831,0.831,0.24,0.233,0.226,4.159
1562,Cc1noc(C)c1CNc1cnn(C)c(=O)c1Br,0.0217555987279877,0.3436061623423742,0.033,0.194,0.161,-0.161,-0.295,-0.026,0.048,-0.563,0.563,0.269,0.242,0.226,3.716
1563,CCOc1ccc2nc3sc(C(=O)Nc4ccccc4C(F)(F)F)c(N)c3cc2c1,0.0042261720502003,0.3235410324344666,0.06,0.219,0.16,-0.16,-0.26,-0.059,0.063,-0.54,0.54,0.201,0.17,0.279,4.978
1564,CN(c1cc([N+](=O)[O-])cc(N)n1)C1CCOCC1,0.0066516273137935,0.3314421367022324,0.054,0.217,0.162,-0.162,-0.27,-0.054,0.061,-0.735,0.735,0.216,0.1689999999999999,0.271,4.628
1565,C/C=C\C(C)=C/C(=C/CC)OC(C)CNC,0.0343238669120617,0.292598103162565,0.015,0.144,0.129,-0.129,-0.261,0.003,0.032,-0.5539999999999999,0.5539999999999999,0.264,0.237,0.159,3.792
