,smiles,anchor,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
3565,O=C(O)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,O22,0.041857477958071,0.3281346977064234,0.015,0.158,0.143,-0.143,-0.294,0.008,0.034,-0.8690000000000001,0.8690000000000001,0.302,0.28,0.173,3.309
3566,O=C(O)CCN1CCCC1,O9,0.0672512595814486,0.3204173400495359,0.005,0.132,0.127,-0.127,-0.297,0.044,0.024,-0.88,0.88,0.341,0.287,0.1369999999999999,2.9360000000000004
3567,O=C(O)Cn1cc(C(=O)C2CCCCC2)c2ccccc21,O19,0.0302079428283884,0.3199028495390767,0.021,0.166,0.145,-0.145,-0.282,-0.008,0.038,-0.4379999999999999,0.4379999999999999,0.273,0.25,0.188,3.659
3568,O=C(O)Cn1cc(C(=O)c2ccco2)c2ccccc21,O18,0.0153979659915994,0.350331288300519,0.042,0.209,0.1669999999999999,-0.1669999999999999,-0.296,-0.039,0.055,-0.727,0.727,0.256,0.236,0.251,3.902
3569,O=C(O)C1(c2ccccc2)CCCN1,O13,0.0482151106944593,0.3383142599490798,0.013,0.158,0.145,-0.145,-0.306,0.015,0.033,-0.831,0.831,0.321,0.302,0.171,3.115
3570,O=C(O)C1C2C=CC3(CN(Cc4ccccc4F)C(=O)C13)O2,O19,0.0443196825438399,0.3614295835975669,0.018,0.176,0.159,-0.159,-0.3229999999999999,0.006,0.038,-0.585,0.585,0.3289999999999999,0.321,0.1939999999999999,3.036
3571,O=C(O)C1C2C=CC3(CN(c4ccccc4F)C(=O)C13)O2,O18,0.0404242543932204,0.3322873711122724,0.016,0.162,0.146,-0.146,-0.297,0.005,0.035,-0.524,0.524,0.302,0.2769999999999999,0.179,3.3080000000000003
3572,O=C(O)C1C2C=CC3(CN(c4ccccc4Cl)C(=O)C13)O2,O18,0.0360143357321418,0.3624585646184852,0.023,0.186,0.163,-0.163,-0.32,-0.006,0.042,-0.488,0.488,0.313,0.305,0.209,3.19
3573,O=C(O)c1cc(Nc2nc(-c3ccncc3)cs2)ccc1O,O19,0.0142954863263297,0.3154929308779981,0.037,0.188,0.151,-0.151,-0.267,-0.035,0.049,-0.622,0.622,0.2319999999999999,0.186,0.2239999999999999,4.309
3574,O=C(O)c1ccc(Nc2nc(-c3ccncc3)cs2)cc1O,O19,0.0150672220920185,0.3342718345097578,0.039,0.1989999999999999,0.16,-0.16,-0.282,-0.037,0.052,-0.529,0.529,0.246,0.212,0.238,4.072
3575,O=C(O)c1cc(Nc2nc(-c3cccnc3)cs2)ccc1O,O19,0.0160594537907612,0.3133247208696345,0.034,0.183,0.149,-0.149,-0.266,-0.031,0.047,-0.728,0.728,0.236,0.198,0.217,4.243
3576,O=C(O)c1ccc(Nc2nc(-c3cccnc3)cs2)cc1O,O19,0.0170516854895039,0.3287961855055852,0.036,0.191,0.156,-0.156,-0.28,-0.032,0.049,-0.498,0.498,0.248,0.215,0.2269999999999999,4.035
3577,O=C(O)c1ccc(Nc2nc(-c3ccccn3)cs2)cc1O,O19,0.0155817126024777,0.3281346977064234,0.037,0.1939999999999999,0.156,-0.156,-0.278,-0.035,0.05,-0.603,0.603,0.243,0.208,0.231,4.109
3578,O=C(O)Cc1cn2ccsc2n1,O10,0.0353895972551557,0.3475383398151693,0.021,0.177,0.156,-0.156,-0.307,-0.005,0.04,-0.638,0.638,0.302,0.292,0.1989999999999999,3.307
3579,O=C(O)C1(N2CCCCC2)CCCCC1,O14,0.0747113719831066,0.2924511058738624,0.002,0.111,0.109,-0.109,-0.275,0.057,0.018,-0.903,0.903,0.331,0.265,0.113,3.017
3580,O=C(O)COCc1nc2ccccc2[nH]1,O13,0.037704804552222,0.339894480802633,0.019,0.17,0.151,-0.151,-0.302,-0.0,0.038,-0.3939999999999999,0.3939999999999999,0.302,0.295,0.1889999999999999,3.3110000000000004
3581,O=C(O)CCc1nc2cc(F)ccc2[nH]1,O12,0.0358673384434392,0.3372485296059858,0.02,0.17,0.151,-0.151,-0.299,-0.002,0.038,-0.53,0.53,0.297,0.287,0.19,3.373
3582,O=C(O)c1nc2ccc(F)cc2[nH]1,O10,0.0148467261589646,0.3752105794134375,0.047,0.2269999999999999,0.18,-0.18,-0.315,-0.045,0.06,-0.493,0.493,0.27,0.252,0.275,3.709
3583,O=C(O)CCc1[nH]nc2c1CCCC2,O12,0.0632823327864779,0.3217403156478595,0.006,0.135,0.129,-0.129,-0.297,0.038,0.025,-0.784,0.784,0.335,0.3229999999999999,0.142,2.983
3584,O=C(O)C1CC(=O)N(Cc2ccncc2)C1,O13,0.0344341148785887,0.3876685996309845,0.0279999999999999,0.204,0.177,-0.177,-0.34,-0.013,0.048,-0.7170000000000001,0.7170000000000001,0.327,0.318,0.2319999999999999,3.062
3585,O=C(O)C1CC(=O)N(Cc2ccccn2)C1,O13,0.0366758235313036,0.3539327218737333,0.021,0.18,0.159,-0.159,-0.313,-0.004,0.0409999999999999,-0.816,0.816,0.309,0.292,0.201,3.234
3586,C=CCOc1cccc(C(=O)O)c1,O12,0.0248057924685671,0.3573504088360692,0.032,0.198,0.166,-0.166,-0.309,-0.024,0.048,-0.5770000000000001,0.5770000000000001,0.285,0.252,0.2289999999999999,3.506
3587,O=C(O)C1CCCN(Cc2ccco2)C1,O14,0.0635028287195318,0.3115975027273786,0.005,0.129,0.124,-0.124,-0.288,0.04,0.023,-0.5760000000000001,0.5760000000000001,0.3279999999999999,0.313,0.135,3.047
3588,O=C(O)CCC(=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,O21,0.0511550564685117,0.2977062589449811,0.008,0.131,0.123,-0.123,-0.272,0.026,0.026,-0.568,0.568,0.298,0.268,0.139,3.357
3589,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,O21,0.0137074971715193,0.3508825281331538,0.044,0.213,0.1689999999999999,-0.1689999999999999,-0.294,-0.043,0.0559999999999999,-0.4579999999999999,0.4579999999999999,0.252,0.237,0.257,3.973
3590,O=C(O)c1ccc2[nH]c(CCc3ccccc3)nc2c1,O18,0.0303916894392666,0.3529037408528149,0.026,0.187,0.161,-0.161,-0.309,-0.0139999999999999,0.044,-0.54,0.54,0.295,0.289,0.213,3.387
3591,O=C(O)c1ccc(COc2cc([N+](=O)[O-])cc3cccnc23)cc1,O20,0.0046671639163081,0.3837364221581894,0.072,0.261,0.19,-0.19,-0.308,-0.071,0.076,-0.596,0.596,0.236,0.212,0.3329999999999999,4.229
3592,O=C(O)CN1CCOC(=O)C1,O9,0.0624738476986134,0.3530139888193418,0.009,0.154,0.145,-0.145,-0.3229999999999999,0.033,0.03,-0.878,0.878,0.356,0.3279999999999999,0.163,2.807
3593,O=C(O)C1CC(=O)N(CCc2ccc(F)cc2)C1,O15,0.0485826039162159,0.3340880878988795,0.012,0.155,0.143,-0.143,-0.302,0.017,0.032,-0.653,0.653,0.319,0.295,0.168,3.137
3594,O=C(Nc1ccc(O)cc1C(=O)O)c1ccco1,O16,0.0186686556652327,0.3574606568025961,0.039,0.208,0.1689999999999999,-0.1689999999999999,-0.304,-0.035,0.053,-0.835,0.835,0.27,0.245,0.246,3.707
3595,O=C(O)CCC(=O)NNC(=O)c1ccc(Br)cc1,O14,0.0196608873639754,0.3773420400996255,0.0409999999999999,0.22,0.179,-0.179,-0.321,-0.037,0.0559999999999999,-0.609,0.609,0.285,0.27,0.26,3.514
3596,O=C(CSc1nnnn1C1CCCCC1)NCc1cccc(C(=O)O)c1,O21,0.0269372531547551,0.3628995564845929,0.03,0.198,0.168,-0.168,-0.315,-0.021,0.048,-0.6629999999999999,0.6629999999999999,0.294,0.286,0.2289999999999999,3.404
3597,O=C(O)CC(Cn1nnnc1S)c1ccccc1,O14,0.0472228789957166,0.3555129427272864,0.015,0.17,0.154,-0.154,-0.32,0.011,0.036,-0.726,0.726,0.331,0.3229999999999999,0.185,3.0210000000000004
3598,O=C(O)c1cc2[nH]c3c(c2cc1Cl)CCCC3,O15,0.0238135607698244,0.325084503965844,0.0279999999999999,0.178,0.151,-0.151,-0.282,-0.019,0.043,-0.535,0.535,0.262,0.24,0.206,3.811
3599,O=C(O)c1cccc(CN2C(=O)SC(Nc3cccc4ccccc34)C2=O)c1,O25,0.0110982952970478,0.3148681924010119,0.042,0.1939999999999999,0.152,-0.152,-0.263,-0.0409999999999999,0.052,-0.991,0.991,0.222,0.174,0.236,4.503
3600,O=C(O)COc1nsnc1N1CCOCC1,O13,0.0327068967363329,0.3068568401667192,0.018,0.155,0.1369999999999999,-0.1369999999999999,-0.272,-0.002,0.035,-0.557,0.557,0.27,0.213,0.173,3.705
3601,O=C(O)C1CSC(c2c(Cl)cccc2Cl)N1,O13,0.0318249130041172,0.3252315012545466,0.021,0.168,0.147,-0.147,-0.287,-0.0069999999999999,0.038,-0.897,0.897,0.28,0.249,0.1889999999999999,3.568
3602,O=C(O)CC(c1ccc(F)cc1)c1ccco1,O15,0.0345443628451156,0.3424669333549289,0.021,0.175,0.154,-0.154,-0.303,-0.005,0.04,-0.901,0.901,0.297,0.272,0.1969999999999999,3.364
3603,O=C(O)CC(Cc1ccccc1)c1ccco1,O16,0.0482886093388106,0.3404457206352678,0.013,0.159,0.146,-0.146,-0.307,0.015,0.033,-0.8440000000000001,0.8440000000000001,0.3229999999999999,0.309,0.173,3.1
3604,N#CC(C#N)=Cc1ccc(-c2ccccc2C(=O)O)o1,O15,0.0002939945774052,0.3980319084845192,0.102,0.301,0.1989999999999999,-0.1989999999999999,-0.304,-0.094,0.094,-0.487,0.487,0.21,0.158,0.4029999999999999,4.762
3605,O=C(O)CCCN1Cc2ccccc2C1,O14,0.0488030998492698,0.314537448501431,0.01,0.143,0.133,-0.133,-0.286,0.02,0.0289999999999999,-0.909,0.909,0.306,0.283,0.154,3.273
3606,O=C(O)c1cccc(NC(=O)c2cc(Cl)c(Cl)cc2C(=O)O)c1,O18,0.0103633088535347,0.3653250117481863,0.053,0.231,0.177,-0.177,-0.302,-0.053,0.063,-0.897,0.897,0.249,0.217,0.284,4.009
3607,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)N1CCCCC1,O15,0.0161329524351125,0.3705434154971293,0.044,0.222,0.177,-0.177,-0.313,-0.042,0.0579999999999999,-0.965,0.965,0.271,0.261,0.266,3.694
3608,O=C(O)COCC(=O)NNC(=O)c1ccncc1,O14,0.0183011624434761,0.383148433003379,0.044,0.226,0.182,-0.182,-0.325,-0.04,0.059,-0.782,0.782,0.284,0.262,0.27,3.516
3609,O=C(NNC(=O)c1ccccc1-c1ccccc1C(=O)O)c1ccncc1,O23,0.0022417086527149,0.2942150733382939,0.06,0.206,0.146,-0.146,-0.233,-0.059,0.061,-0.996,0.996,0.174,0.087,0.267,5.751
3610,O=C(NNC(=O)c1ccccc1-c1ccccc1C(=O)O)c1ccccc1,O24,0.0191096475313406,0.3587836324009197,0.038,0.208,0.17,-0.17,-0.306,-0.034,0.053,-0.875,0.875,0.272,0.257,0.246,3.68
3611,O=C(O)C1=C(C(=O)Nc2ccc(F)c(Cl)c2)CCCC1,O16,0.0337358777572512,0.3009769486186143,0.017,0.15,0.134,-0.134,-0.268,0.0,0.033,-0.804,0.804,0.268,0.23,0.1669999999999999,3.73
3612,O=C(O)COCC(=O)Nc1ccc(Br)cc1,O13,0.0384765403179107,0.3265912261750459,0.017,0.161,0.144,-0.144,-0.291,0.003,0.035,-0.4920000000000001,0.4920000000000001,0.295,0.247,0.178,3.394
3613,O=C(NNC(=O)c1ccccc1-c1ccccc1C(=O)O)c1ccco1,O23,0.0221598412719199,0.3556966893381647,0.034,0.201,0.1669999999999999,-0.1669999999999999,-0.306,-0.0279999999999999,0.05,-0.6,0.6,0.278,0.272,0.235,3.6
3614,O=C(O)CSc1nc(-c2ccccc2)nc2c1oc1ccccc12,O21,0.0106205541087642,0.3625688125850121,0.052,0.228,0.176,-0.176,-0.3,-0.052,0.062,-0.654,0.654,0.249,0.223,0.28,4.022
3615,O=C(O)c1cccnc1SCC(=O)N1c2ccccc2CCc2ccccc21,O25,0.0140749903932758,0.3480160810034528,0.043,0.21,0.1669999999999999,-0.1669999999999999,-0.292,-0.0409999999999999,0.0559999999999999,-0.758,0.758,0.251,0.241,0.254,3.984
3616,O=C(O)c1ccc(NC(=O)c2nsc(Cl)c2Cl)cc1,O14,0.0081950988451709,0.3797307460410429,0.061,0.247,0.186,-0.186,-0.311,-0.061,0.069,-0.797,0.797,0.25,0.218,0.307,4.003
3617,O=C(O)c1cccc(S(=O)(=O)N2CCS(=O)(=O)CC2)c1,O15,0.0178601705773683,0.4062637566518659,0.048,0.243,0.1939999999999999,-0.1939999999999999,-0.3429999999999999,-0.046,0.063,-0.79,0.79,0.297,0.282,0.291,3.364
3618,O=C(O)CN1CCC(c2ccccc2)CC1,O15,0.0547197407195502,0.3133247208696345,0.008,0.1369999999999999,0.129,-0.129,-0.287,0.0279999999999999,0.027,-0.97,0.97,0.315,0.294,0.146,3.175
3619,O=C(O)CCC(=O)NCCc1ccncc1,O13,0.0398730145605856,0.3766438029782879,0.022,0.191,0.168,-0.168,-0.3339999999999999,-0.003,0.043,-0.973,0.973,0.331,0.326,0.213,3.023
3620,O=C(O)c1n[nH]c([N+](=O)[O-])n1,O6,0.003932177472795,0.4908974456223994,0.1,0.3429999999999999,0.243,-0.243,-0.389,-0.098,0.102,-0.972,0.972,0.291,0.272,0.4429999999999999,3.4330000000000003
3621,O=C(Cn1c(=O)oc2ccccc21)Nc1sc2c(c1C(=O)O)CCCC2,O23,0.0234828168702435,0.3204173400495359,0.027,0.176,0.148,-0.148,-0.278,-0.019,0.043,-0.634,0.634,0.259,0.239,0.203,3.866
3622,O=C(Cn1c(=O)oc2ccccc21)Nc1ccc(C(=O)O)cc1,O20,0.0229315770376087,0.3587468830787439,0.034,0.2019999999999999,0.168,-0.168,-0.309,-0.027,0.05,-0.68,0.68,0.282,0.2769999999999999,0.235,3.552
3623,O=C(O)Cn1c(C(=O)O)cc2sccc21,O13,0.0237768114476487,0.323283787179237,0.027,0.177,0.15,-0.15,-0.28,-0.019,0.043,-0.426,0.426,0.261,0.245,0.204,3.829
3624,O=C(O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1,O17,0.0105838047865886,0.3459213696394404,0.049,0.217,0.168,-0.168,-0.287,-0.048,0.059,-0.547,0.547,0.239,0.2269999999999999,0.265,4.188
3625,O=C(O)c1cccnc1SC1CC(=O)N(c2ccc(Cl)c(C(F)(F)F)c2)C1=O,O20,0.0131195080167088,0.3740713504259921,0.05,0.23,0.18,-0.18,-0.312,-0.049,0.062,-0.7140000000000001,0.7140000000000001,0.264,0.259,0.28,3.794
3626,O=C(O)c1ccccc1SC1CC(=O)N(c2ccc(O)cc2)C1=O,O21,0.0164636963346934,0.3405559686017948,0.038,0.2,0.162,-0.162,-0.289,-0.035,0.052,-0.924,0.924,0.253,0.244,0.239,3.946
3627,N#Cc1cc2c(nc1SC(C(=O)O)c1ccccc1)CCCC2,O19,0.0174559280334361,0.347244345237764,0.038,0.203,0.165,-0.165,-0.295,-0.035,0.052,-0.725,0.725,0.26,0.237,0.241,3.843
3628,N#Cc1ccc(-c2cccnc2)nc1SCC(=O)O,O14,0.0035279349288628,0.3954962052543991,0.079,0.275,0.196,-0.196,-0.314,-0.078,0.081,-0.677,0.677,0.237,0.21,0.354,4.223
3629,O=C(O)C1C2C=CC(C2)C1C(=O)NCCc1ccncc1,O18,0.044944421020826,0.3613193356310399,0.017,0.175,0.158,-0.158,-0.3229999999999999,0.0069999999999999,0.038,-0.92,0.92,0.331,0.326,0.193,3.025
3630,O=C(O)C1CSC(c2cccc(Cl)c2Cl)N1,O13,0.0321556569036981,0.3363297965515944,0.022,0.174,0.152,-0.152,-0.296,-0.008,0.04,-0.887,0.887,0.288,0.263,0.196,3.469
3631,O=C(O)CCCCCNc1ncnc2sc3c(c12)CCC3,O18,0.0336991284350756,0.3068200908445435,0.017,0.154,0.1369999999999999,-0.1369999999999999,-0.273,-0.001,0.034,-0.467,0.467,0.272,0.222,0.171,3.677
3632,O=C(O)C(Cc1c[nH]c2ccccc12)Nc1ncnc2c1oc1ccccc12,O25,0.0203223751631372,0.3334633494218934,0.032,0.1889999999999999,0.157,-0.157,-0.286,-0.027,0.047,-0.809,0.809,0.259,0.249,0.222,3.858
3633,O=C(O)C(Cc1ccccc1)Nc1ncnc2c1oc1ccccc12,O22,0.0163166990459908,0.366206995480402,0.043,0.218,0.175,-0.175,-0.309,-0.0409999999999999,0.057,-0.65,0.65,0.2689999999999999,0.263,0.261,3.723
3634,O=C(O)CCCCCNc1ncnc2c1oc1ccccc12,O19,0.0208001163514207,0.3382040119825528,0.033,0.191,0.159,-0.159,-0.29,-0.027,0.048,-0.591,0.591,0.263,0.237,0.2239999999999999,3.797
3635,O=C(O)CCCc1nc2ccccc2[nH]1,O13,0.0405712516819231,0.3307438995808949,0.016,0.161,0.145,-0.145,-0.296,0.006,0.035,-0.433,0.433,0.301,0.295,0.177,3.317
3636,O=C(O)CCCC(=O)N1N=C(c2ccccc2)CC1c1ccc2nccnc2c1,O24,0.0052919023932943,0.3585263871456901,0.064,0.241,0.177,-0.177,-0.289,-0.064,0.069,-0.96,0.96,0.226,0.185,0.305,4.435
3637,O=C(O)CCC(=O)N1N=C(c2ccccc2)CC1c1ccc2nccnc2c1,O23,0.0087830879999815,0.3546677083172463,0.054,0.2269999999999999,0.173,-0.173,-0.292,-0.054,0.063,-0.951,0.951,0.238,0.21,0.281,4.209
3638,O=C(O)CCCCCCNC1=NC(=O)CS1,O13,0.0437316933890294,0.3530139888193418,0.017,0.172,0.155,-0.155,-0.316,0.0069999999999999,0.037,-0.5670000000000001,0.5670000000000001,0.3229999999999999,0.312,0.1889999999999999,3.099
3639,O=C(O)CCNC1=NC(=O)CS1,O9,0.039615769305356,0.3646267746268488,0.021,0.183,0.163,-0.163,-0.324,-0.001,0.0409999999999999,-0.578,0.578,0.322,0.312,0.204,3.103
3640,O=C(O)C1CC=CCC1C(=O)NCCc1ccncc1,O17,0.0453854128869339,0.3647737719155513,0.017,0.177,0.16,-0.16,-0.327,0.0069999999999999,0.038,-0.867,0.867,0.3339999999999999,0.332,0.195,2.9960000000000004
3641,O=C(O)CCCCCNc1ncnc2scc(-c3ccccc3)c12,O21,0.0234460675480678,0.3249007573549657,0.0279999999999999,0.179,0.151,-0.151,-0.281,-0.02,0.043,-0.613,0.613,0.261,0.221,0.206,3.824
3642,O=C(O)CCN1Cc2ccccc2C1=O,O13,0.0325966487698059,0.3656190063255915,0.026,0.192,0.1669999999999999,-0.1669999999999999,-0.321,-0.012,0.045,-0.677,0.677,0.308,0.296,0.218,3.2430000000000003
3643,O=C(O)c1cccc(S(=O)(=O)N2CCSCC2)c1,O15,0.0131930066610601,0.3500005444009381,0.045,0.213,0.168,-0.168,-0.293,-0.044,0.057,-0.984,0.984,0.25,0.208,0.258,4.007
3644,O=C(O)c1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl,O16,0.0141484890376271,0.3964516876309661,0.052,0.244,0.191,-0.191,-0.331,-0.051,0.065,-0.985,0.985,0.28,0.264,0.296,3.569
3645,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)Nc1cccc2cccnc12,O19,0.0096283224100216,0.3493390566017763,0.051,0.221,0.17,-0.17,-0.289,-0.051,0.061,-0.6940000000000001,0.6940000000000001,0.238,0.196,0.273,4.21
3646,O=C(O)c1ccccc1C(=O)Nc1cccc2cccnc12,O19,0.0153979659915994,0.325304999898898,0.037,0.192,0.155,-0.155,-0.275,-0.034,0.05,-0.595,0.595,0.241,0.1939999999999999,0.2289999999999999,4.148
3647,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)Nc1cccc2ncccc12,O19,0.0069088725690231,0.3581956432461092,0.059,0.235,0.176,-0.176,-0.292,-0.059,0.066,-0.879,0.879,0.2319999999999999,0.192,0.295,4.303999999999999
3648,O=C(O)C1C2C=CC3(CN(c4ccc(Cl)c(F)c4)C(=O)C13)O2,O18,0.030134444184037,0.3516910132210182,0.026,0.187,0.161,-0.161,-0.308,-0.0139999999999999,0.044,-0.518,0.518,0.294,0.263,0.213,3.403
3649,O=C(O)C1C2C=CC3(CN(c4cccc5ccccc45)C(=O)C13)O2,O22,0.0231153236484869,0.3232102885348856,0.0279999999999999,0.178,0.15,-0.15,-0.28,-0.02,0.043,-0.326,0.326,0.26,0.225,0.206,3.853
3650,O=C(O)C1C2C=CC3(CN(C(c4ccccc4)c4ccccc4)C(=O)C13)O2,O25,0.0445401784768938,0.3499270457565868,0.016,0.1689999999999999,0.153,-0.153,-0.314,0.008,0.036,-0.6509999999999999,0.6509999999999999,0.322,0.315,0.185,3.105
3651,O=C(O)C1C2C=CC3(CN(CC4CCCO4)C(=O)C13)O2,O18,0.0447974237321234,0.349265557957425,0.016,0.168,0.152,-0.152,-0.313,0.009,0.036,-0.968,0.968,0.322,0.308,0.184,3.105
3652,O=C(O)C1C2C=CC3(CN(c4cccc(Cl)c4)C(=O)C13)O2,O18,0.0343606162342374,0.35150726661014,0.023,0.181,0.159,-0.159,-0.31,-0.0069999999999999,0.042,-0.514,0.514,0.303,0.281,0.204,3.302
3653,O=C(O)C1CCN(c2cnccn2)CC1,O12,0.0310531772384284,0.3111932601834464,0.02,0.16,0.14,-0.14,-0.275,-0.005,0.036,-0.624,0.624,0.2689999999999999,0.2239999999999999,0.179,3.712
3654,O=C(O)c1ccc2c(c1)C1C=CCC1C(c1cccc(F)c1)N2,O21,0.0312369238493067,0.3155296802001737,0.02,0.162,0.142,-0.142,-0.278,-0.006,0.037,-0.609,0.609,0.273,0.2289999999999999,0.182,3.668
3655,N#Cc1c(C(F)(F)F)cc(-c2cccs2)nc1SC(C(=O)O)c1ccccc1,O21,0.0034176869623359,0.3828544384259737,0.076,0.266,0.19,-0.19,-0.304,-0.075,0.078,-0.5660000000000001,0.5660000000000001,0.2289999999999999,0.208,0.3429999999999999,4.3610000000000015
3656,O=C(O)c1ccc(Cl)c2c1C1C=CCC1C(c1ccccn1)N2,O20,0.0201018792300832,0.3214095717482785,0.031,0.181,0.151,-0.151,-0.276,-0.025,0.045,-0.591,0.591,0.251,0.223,0.212,3.981
3657,O=C(O)c1cccc(NC(=O)c2ccco2)c1,O15,0.0215718521171094,0.3485673208360875,0.034,0.1969999999999999,0.1639999999999999,-0.1639999999999999,-0.299,-0.0279999999999999,0.049,-0.537,0.537,0.272,0.244,0.231,3.679
3658,O=C(O)Cn1cc(C(=O)C(F)(F)F)c2ccccc21,O14,0.0124212708953713,0.3723808816059121,0.051,0.231,0.18,-0.18,-0.31,-0.05,0.062,-0.603,0.603,0.26,0.239,0.281,3.84
3659,N#Cc1cn(CC(=O)O)c2ccccc12,O12,0.0209471136401233,0.3631935510619982,0.037,0.208,0.171,-0.171,-0.311,-0.031,0.052,-0.392,0.392,0.2789999999999999,0.257,0.245,3.5810000000000004
3660,O=C(O)C1C2CCC(C2)C1C(=O)Nc1ccc(Cc2ccncc2)cc1,O23,0.0367125728534793,0.3243862668445066,0.018,0.161,0.144,-0.144,-0.289,0.001,0.036,-0.631,0.631,0.29,0.251,0.179,3.452
3661,O=C(O)c1cc(O)ccc1NC(=O)C1CCCO1,O16,0.0158757071798829,0.3416951975892401,0.039,0.2019999999999999,0.163,-0.163,-0.289,-0.037,0.053,-0.583,0.583,0.252,0.228,0.242,3.962
3662,O=C(O)c1ccccc1NC(=O)C1CCCO1,O15,0.018852402276111,0.3534917300076253,0.038,0.205,0.1669999999999999,-0.1669999999999999,-0.301,-0.033,0.052,-0.625,0.625,0.268,0.255,0.243,3.735
3663,O=C(O)c1cc(NC(=O)C2CCCO2)cc(C(=O)O)c1,O17,0.0162799497238151,0.3724176309280877,0.044,0.223,0.178,-0.178,-0.314,-0.042,0.0579999999999999,-0.6579999999999999,0.6579999999999999,0.272,0.257,0.267,3.674
3664,O=C(O)c1cc(NC(=O)C2CCCO2)cc(NC(=O)C2CCCO2)c1,O22,0.0244750485689862,0.3330958562001368,0.0279999999999999,0.182,0.154,-0.154,-0.289,-0.02,0.044,-0.653,0.653,0.2689999999999999,0.249,0.211,3.716
3665,O=C(Nc1ccc(O)cc1C(=O)O)c1cccs1,O16,0.013633998527168,0.339894480802633,0.042,0.206,0.163,-0.163,-0.286,-0.0409999999999999,0.054,-0.555,0.555,0.245,0.212,0.248,4.085
3666,O=C(O)c1ccc(C2Nc3c(F)cc(F)cc3C3C=CCC32)cc1,O21,0.0164636963346934,0.3207113346269411,0.035,0.187,0.152,-0.152,-0.273,-0.031,0.048,-0.938,0.938,0.241,0.187,0.222,4.145
3667,O=C(O)c1cc(S(=O)(=O)NCc2ccco2)ccc1Cl,O16,0.0112452925857504,0.3709476580410615,0.053,0.2319999999999999,0.18,-0.18,-0.308,-0.052,0.063,-0.987,0.987,0.256,0.211,0.285,3.912
3668,N#Cc1c(C(F)(F)F)cc(C23CC4CC(CC(C4)C2)C3)nc1SCCC(=O)O,O21,0.0117965324183852,0.3696614317649135,0.051,0.23,0.179,-0.179,-0.307,-0.051,0.062,-0.696,0.696,0.257,0.205,0.281,3.895
