,smiles,anchor,Dissocation energy (nucleofuge),Dissociation energy (electrofuge),Electroaccepting power(w+),Electrodonating power (w-),Electronegativity (chi=-mu),Electronic chemical potential (mu),Electronic chemical potential (mu+),Electronic chemical potential (mu-),Electrophilicity index (w=omega),Global Dual Descriptor Deltaf+,Global Dual Descriptor Deltaf-,Hardness (eta),Hyperhardness (gamma),Net Electrophilicity,Softness (S)
4401,O=C(O)CCc1ccc(C(F)(F)F)nc1,O10,0.0311266758827797,0.399648878660248,0.032,0.216,0.184,-0.184,-0.348,-0.021,0.052,-0.54,0.54,0.327,0.316,0.249,3.0580000000000003
4402,O=C(O)c1cn2c(n1)sc1cc(F)ccc12,O13,0.0203958738074885,0.3644430280159705,0.038,0.21,0.172,-0.172,-0.311,-0.033,0.053,-0.642,0.642,0.2789999999999999,0.265,0.247,3.59
4403,O=C(O)c1cnc(Cl)cc1C(F)(F)F,O8,0.0130827586945331,0.4261083906267196,0.06,0.267,0.207,-0.207,-0.354,-0.059,0.072,-0.562,0.562,0.294,0.275,0.327,3.398
4404,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O11,0.0663325265270572,0.4050142796978937,0.012,0.181,0.1689999999999999,-0.1689999999999999,-0.369,0.03,0.036,-0.943,0.943,0.4,0.356,0.193,2.503
4405,O=C(O)c1ccccc1Nc1ccccc1F,O15,0.0211308602510016,0.3107522683173386,0.0279999999999999,0.173,0.145,-0.145,-0.268,-0.021,0.042,-0.665,0.665,0.247,0.191,0.201,4.049
4406,O=C(O)c1ccc(OC(F)(F)F)c(F)c1,O10,0.0188891515982866,0.405933012752285,0.047,0.24,0.1939999999999999,-0.1939999999999999,-0.344,-0.044,0.062,-0.514,0.514,0.3,0.2769999999999999,0.287,3.333
4407,O=C(O)Cc1cc([N+](=O)[O-])ccc1F,O10,0.0092240798660894,0.4276518621580971,0.069,0.278,0.209,-0.209,-0.35,-0.069,0.078,-0.6729999999999999,0.6729999999999999,0.281,0.266,0.346,3.555
4408,O=C(O)Cc1c(F)c(F)c(C(F)(F)F)c(F)c1F,O10,0.0181909144769492,0.4169210600828059,0.05,0.249,0.1989999999999999,-0.1989999999999999,-0.352,-0.047,0.065,-0.578,0.578,0.305,0.296,0.299,3.282
4409,O=C(O)Cc1cc(OC(F)(F)F)ccc1F,O11,0.0257245255229584,0.3882198394636193,0.036,0.217,0.181,-0.181,-0.335,-0.0279999999999999,0.054,-0.607,0.607,0.307,0.288,0.252,3.258
4410,O=C(O)c1cc(OC(F)(F)F)ccc1Br,O10,0.0169046882008012,0.3836629235138381,0.046,0.2289999999999999,0.183,-0.183,-0.324,-0.043,0.06,-0.619,0.619,0.281,0.246,0.275,3.5610000000000004
4411,O=C(O)Cc1cc(OC(F)(F)F)ccc1Br,O11,0.0306489346944962,0.3829646863925006,0.03,0.206,0.176,-0.176,-0.3339999999999999,-0.019,0.049,-0.636,0.636,0.315,0.303,0.236,3.174
4412,O=C(O)CCCCCCBr,O8,0.0653770441504902,0.3739978517816409,0.01,0.1639999999999999,0.154,-0.154,-0.342,0.034,0.032,-0.752,0.752,0.376,0.374,0.174,2.659
4413,O=C(O)c1cc(Br)ccc1I,O8,0.0156919605690046,0.3646267746268488,0.044,0.218,0.174,-0.174,-0.307,-0.042,0.057,-0.703,0.703,0.266,0.258,0.262,3.763
4414,O=C(O)c1ccc(Br)c([N+](=O)[O-])c1,O9,0.0062473847698613,0.4361409555806735,0.079,0.294,0.215,-0.215,-0.352,-0.078,0.084,-0.6990000000000001,0.6990000000000001,0.273,0.26,0.3720000000000001,3.657
4415,O=C(O)CCCCCCCCCCCCCCCCCCBr,O20,0.0706321972216088,0.3632670497063496,0.0069999999999999,0.154,0.146,-0.146,-0.335,0.042,0.0279999999999999,-0.7290000000000001,0.7290000000000001,0.377,0.374,0.161,2.652
4416,O=C(O)CSc1ncccc1[N+](=O)[O-],O10,0.0008452344100399,0.4157818310953606,0.1,0.308,0.207,-0.207,-0.321,-0.094,0.095,-0.828,0.828,0.2269999999999999,0.1889999999999999,0.408,4.408
4417,O=C(O)c1ccc2cnccc2n1,O10,0.0078276056234145,0.4008983556142203,0.066,0.263,0.1969999999999999,-0.1969999999999999,-0.327,-0.066,0.074,-0.524,0.524,0.26,0.238,0.3289999999999999,3.84
4418,O=C(O)CSCc1cccc2ccccc12,O15,0.0220495933053929,0.3276937058403155,0.03,0.183,0.153,-0.153,-0.283,-0.023,0.045,-0.342,0.342,0.26,0.242,0.212,3.848
4419,O=C(O)Cn1nnc(N2CCOCC2)n1,O11,0.0242545526359322,0.3541164684846115,0.032,0.1969999999999999,0.165,-0.165,-0.306,-0.024,0.048,-0.66,0.66,0.282,0.248,0.228,3.548
4420,O=C(O)CCc1ccc(I)cc1,O10,0.0371903140417628,0.3454068791289812,0.02,0.174,0.154,-0.154,-0.306,-0.002,0.039,-0.6759999999999999,0.6759999999999999,0.305,0.2739999999999999,0.1939999999999999,3.283
4421,O=C(O)CCc1ccccc1I,O10,0.0277824875647951,0.3743285956812217,0.031,0.205,0.173,-0.173,-0.325,-0.022,0.05,-0.732,0.732,0.303,0.293,0.236,3.299
4422,O=C(O)CCCCCCCCCCCCCCCCI,O18,0.0452384155982312,0.3505150349113973,0.016,0.1689999999999999,0.153,-0.153,-0.315,0.009,0.036,-0.637,0.637,0.324,0.294,0.184,3.088
4423,C=CCCCCCCCCCCCCCCC(=O)O,O18,0.0693092216232853,0.3506252828779243,0.0069999999999999,0.147,0.141,-0.141,-0.324,0.042,0.027,-0.997,0.997,0.366,0.346,0.154,2.733
4424,O=C(O)CSc1cc(Cl)nc(Cl)c1,O9,0.0278927355313221,0.3685957014218195,0.03,0.201,0.17,-0.17,-0.32,-0.021,0.048,-0.626,0.626,0.3,0.286,0.231,3.337
4425,O=C(O)c1cc(Cl)ncc1Cl,O7,0.0109145486861695,0.4200447524677365,0.063,0.268,0.205,-0.205,-0.346,-0.063,0.074,-0.608,0.608,0.283,0.247,0.331,3.531
4426,O=C(O)c1cc(-c2ccccc2F)nc2ccccc12,O17,0.0080481015564684,0.3676769683674282,0.059,0.239,0.18,-0.18,-0.301,-0.059,0.067,-0.5489999999999999,0.5489999999999999,0.242,0.2269999999999999,0.297,4.128
4427,O=C(O)c1cc(Cl)cnc1Cl,O7,0.0138912437823975,0.4184277822920077,0.057,0.259,0.2019999999999999,-0.2019999999999999,-0.348,-0.0559999999999999,0.07,-0.608,0.608,0.292,0.27,0.316,3.42
4428,O=C(O)CCCCCCCCCCCCCCc1ccc(Cl)c(Cl)c1,O22,0.0425924644015841,0.3432386691206176,0.016,0.1669999999999999,0.15,-0.15,-0.307,0.0069999999999999,0.036,-0.614,0.614,0.314,0.295,0.183,3.1860000000000004
4429,O=C(O)c1ccc(Oc2cc(Cl)cc(Cl)c2)o1,O14,0.0234460675480678,0.3592246242670276,0.033,0.201,0.168,-0.168,-0.309,-0.026,0.05,-0.523,0.523,0.283,0.256,0.2339999999999999,3.532
4430,O=C(O)CCCCCCCCCCCCCCC(Cl)CCl,O18,0.0804810155646844,0.3708006607523589,0.005,0.15,0.145,-0.145,-0.344,0.054,0.026,-0.767,0.767,0.3979999999999999,0.3879999999999999,0.156,2.51
4431,O=C(O)Cc1ccc(S(=O)(=O)Cl)cc1,O10,0.0199916312635563,0.4107839232794716,0.046,0.242,0.195,-0.195,-0.348,-0.042,0.062,-0.527,0.527,0.306,0.296,0.288,3.267
4432,O=C(O)c1cc(-c2ccc(Cl)cc2)cs1,O13,0.0149202248033159,0.3607313464762294,0.044,0.217,0.173,-0.173,-0.304,-0.042,0.057,-0.607,0.607,0.261,0.225,0.262,3.828
4433,O=C(O)CCNc1ccccc1Cl,O11,0.0427394616902867,0.316779157154146,0.013,0.15,0.1369999999999999,-0.1369999999999999,-0.285,0.011,0.032,-0.625,0.625,0.296,0.256,0.1639999999999999,3.377
4434,O=C(O)c1ccc(-c2cc[nH]n2)cc1,O12,0.0204326231296641,0.3497065498235329,0.035,0.2,0.165,-0.165,-0.299,-0.03,0.05,-0.476,0.476,0.27,0.239,0.235,3.71
4435,O=C(O)CN1C(=O)CSc2ccccc21,O13,0.0362348316651958,0.3213360731039273,0.018,0.16,0.143,-0.143,-0.286,0.001,0.035,-0.547,0.547,0.287,0.264,0.178,3.488
4436,O=C(O)c1ccc(CN2C(=O)COc3ccc(Cl)cc32)cc1,O19,0.0199548819413806,0.3387185024930119,0.034,0.193,0.159,-0.159,-0.29,-0.0289999999999999,0.049,-0.964,0.964,0.262,0.228,0.2269999999999999,3.823
4437,O=C(O)c1ncccc1Br,O7,0.0210941109288259,0.3926665074468736,0.042,0.2269999999999999,0.186,-0.186,-0.335,-0.037,0.0579999999999999,-0.6509999999999999,0.6509999999999999,0.298,0.2789999999999999,0.2689999999999999,3.357
4438,O=C(O)c1ccnc(Cl)c1Cl,O7,0.0137074971715193,0.4087627105598105,0.055,0.253,0.198,-0.198,-0.341,-0.054,0.068,-0.607,0.607,0.286,0.262,0.309,3.495
4439,O=C(O)c1cnc(-c2ccccn2)nc1C(F)(F)F,O12,0.006284134092037,0.4142383595639831,0.074,0.278,0.204,-0.204,-0.335,-0.073,0.08,-0.578,0.578,0.261,0.257,0.351,3.827
4440,O=C(O)c1cc(O)cc(C(F)(F)F)c1,O10,0.0167576909120986,0.3918212730368336,0.047,0.235,0.188,-0.188,-0.33,-0.045,0.062,-0.573,0.573,0.285,0.248,0.282,3.505
4441,O=C(O)c1cccc(S(=O)(=O)Oc2c(F)c(F)c(F)c(F)c2F)c1,O16,0.013413502594114,0.4160758256727658,0.057,0.259,0.201,-0.201,-0.346,-0.057,0.07,-0.969,0.969,0.289,0.288,0.316,3.455
4442,O=C(O)c1cc(Br)cc(OC(F)(F)F)c1,O10,0.0168679388786256,0.395606453220926,0.048,0.237,0.1889999999999999,-0.1889999999999999,-0.3329999999999999,-0.045,0.062,-0.6509999999999999,0.6509999999999999,0.288,0.271,0.285,3.4730000000000003
4443,O=C(O)C1(C(F)(F)F)CCC1,O7,0.0666632704266381,0.3964149383087904,0.011,0.176,0.165,-0.165,-0.362,0.032,0.034,-0.75,0.75,0.3939999999999999,0.346,0.187,2.537
4444,O=C(O)c1cc([N+](=O)[O-])c(F)cc1F,O9,0.0091873305439137,0.4599912656726735,0.076,0.301,0.225,-0.225,-0.375,-0.076,0.085,-0.635,0.635,0.3,0.288,0.377,3.337
4445,O=C(O)c1ccc(Br)c(OC(F)F)c1Br,O10,0.0169414375229769,0.3904615481163343,0.047,0.2339999999999999,0.187,-0.187,-0.3289999999999999,-0.044,0.061,-0.5760000000000001,0.5760000000000001,0.285,0.278,0.28,3.509
4446,O=C(O)CCC(=O)N1CCc2cc(F)ccc21,O14,0.0431804535563946,0.3053133686353416,0.012,0.143,0.131,-0.131,-0.276,0.013,0.03,-0.593,0.593,0.289,0.237,0.155,3.459
4447,O=C(O)C(F)C(F)(F)F,O4,0.0602688883680741,0.43117979708696,0.017,0.203,0.185,-0.185,-0.389,0.018,0.042,-0.737,0.737,0.407,0.364,0.22,2.457
4448,C=C(F)C(=O)O,O4,0.0278559862091464,0.4325395220074592,0.04,0.243,0.2019999999999999,-0.2019999999999999,-0.3720000000000001,-0.032,0.06,-0.4539999999999999,0.4539999999999999,0.34,0.3279999999999999,0.283,2.9410000000000003
4449,O=C(O)c1c(F)c(Cl)c(F)c(Cl)c1F,O8,0.0158757071798829,0.4128418853213081,0.053,0.251,0.198,-0.198,-0.346,-0.051,0.067,-0.643,0.643,0.295,0.28,0.304,3.386
4450,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,O10,0.0437684427112051,0.4470555042668429,0.0289999999999999,0.23,0.2019999999999999,-0.2019999999999999,-0.3939999999999999,-0.009,0.053,-0.718,0.718,0.385,0.355,0.259,2.595
4451,O=C(O)C(F)(Br)C(F)(F)F,O4,0.0294729563848753,0.4458060273128707,0.0409999999999999,0.249,0.208,-0.208,-0.384,-0.032,0.062,-0.6779999999999999,0.6779999999999999,0.352,0.344,0.29,2.838
4452,O=C(O)c1cnc(O)cc1C(F)(F)F,O9,0.0189259009204623,0.4031400642669353,0.046,0.238,0.192,-0.192,-0.341,-0.043,0.062,-0.545,0.545,0.298,0.267,0.285,3.3510000000000004
4453,O=C(O)CCC(F)=C(F)F,O6,0.0670307636483947,0.3581588939239336,0.008,0.153,0.146,-0.146,-0.3289999999999999,0.038,0.0289999999999999,-0.866,0.866,0.368,0.327,0.161,2.721
4454,O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,O8,0.050273072736296,0.450142447329598,0.025,0.225,0.2,-0.2,-0.4,0.0,0.05,-0.72,0.72,0.401,0.358,0.25,2.496
4455,O=C(O)c1ccc(C(F)(F)F)cc1O,O10,0.0182644131213005,0.381862206727231,0.043,0.225,0.182,-0.182,-0.324,-0.04,0.0579999999999999,-0.575,0.575,0.284,0.251,0.268,3.526
4456,O=C(O)CC(C(F)(F)F)C(F)(F)F,O6,0.0679127473806104,0.4191260194133452,0.013,0.188,0.176,-0.176,-0.382,0.031,0.037,-0.7879999999999999,0.7879999999999999,0.412,0.368,0.201,2.426
4457,O=C(O)C=CC(=O)Nc1cccc(C(F)(F)F)c1,O13,0.0068353739246718,0.3910862865933204,0.067,0.259,0.192,-0.192,-0.317,-0.067,0.074,-0.7829999999999999,0.7829999999999999,0.251,0.215,0.326,3.988
4458,O=C(O)c1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,O13,0.0151407207363698,0.3810904709615423,0.048,0.231,0.183,-0.183,-0.32,-0.046,0.061,-0.599,0.599,0.2739999999999999,0.24,0.2789999999999999,3.648
4459,O=C(O)c1ccc(F)c(I)c1,O8,0.0205428710961911,0.3794367514636377,0.04,0.2189999999999999,0.179,-0.179,-0.324,-0.035,0.0559999999999999,-0.701,0.701,0.288,0.267,0.259,3.468
4460,C=CCc1c(F)c(F)c(C(=O)O)c(F)c1F,O11,0.0173456800669091,0.3897265616728212,0.046,0.2319999999999999,0.186,-0.186,-0.3289999999999999,-0.043,0.061,-0.6409999999999999,0.6409999999999999,0.286,0.268,0.278,3.5
4461,O=C(O)c1ccc(O)c(F)c1F,O9,0.0283337273974299,0.3788487623088273,0.032,0.207,0.175,-0.175,-0.3289999999999999,-0.022,0.05,-0.486,0.486,0.307,0.292,0.238,3.256
4462,O=C(O)CC(NC(=O)C(F)(F)F)c1ccc(Br)s1,O12,0.032486400803279,0.3517645118653696,0.024,0.184,0.16,-0.16,-0.309,-0.01,0.043,-0.45,0.45,0.299,0.264,0.208,3.344
4463,O=C(O)CCCC(F)(F)F,O6,0.0654505427948415,0.3943937255891293,0.011,0.176,0.1639999999999999,-0.1639999999999999,-0.36,0.031,0.035,-0.8240000000000001,0.8240000000000001,0.391,0.341,0.187,2.56
4464,O=C(O)CCC(=O)Nc1cccnc1,O11,0.0391380281170725,0.3449291379406977,0.019,0.172,0.153,-0.153,-0.307,0.001,0.038,-0.515,0.515,0.308,0.28,0.19,3.244
4465,O=C(O)c1nc(-c2ccc(C(F)(F)F)cc2)oc1C(F)(F)F,O14,0.0104735568200616,0.4028828190117056,0.061,0.257,0.196,-0.196,-0.332,-0.06,0.071,-0.3829999999999999,0.3829999999999999,0.272,0.243,0.317,3.681
4466,O=C(O)c1c[nH]c2ccc(C(F)(F)F)cc2c1=O,O13,0.0105103061422373,0.3952389599991695,0.059,0.251,0.192,-0.192,-0.326,-0.059,0.069,-0.5660000000000001,0.5660000000000001,0.267,0.241,0.31,3.74
4467,O=C(O)CNS(=O)(=O)c1ccc(F)cc1,O11,0.0343606162342374,0.3839569180912434,0.027,0.2019999999999999,0.175,-0.175,-0.337,-0.013,0.047,-0.466,0.466,0.324,0.303,0.2289999999999999,3.0860000000000003
4468,O=C(O)c1c[nH]c2ccc(F)cc2c1=O,O12,0.0111717939413991,0.3797674953632187,0.054,0.239,0.184,-0.184,-0.315,-0.054,0.065,-0.546,0.546,0.261,0.228,0.293,3.836
4469,O=C(O)CC(NC(=O)C(F)(F)F)c1cccs1,O12,0.0413062381254362,0.3552556974720568,0.019,0.176,0.157,-0.157,-0.317,0.003,0.039,-0.407,0.407,0.319,0.305,0.1939999999999999,3.131
4470,O=C(O)c1ccc(OCc2cccc(F)c2)cc1,O16,0.0275252423095655,0.362054322074553,0.03,0.1969999999999999,0.1669999999999999,-0.1669999999999999,-0.315,-0.02,0.047,-0.51,0.51,0.295,0.282,0.2269999999999999,3.394
4471,O=C(O)c1cc(Br)cn(Cc2cccc(F)c2)c1=O,O15,0.0090403332552111,0.3631935510619982,0.055,0.233,0.177,-0.177,-0.299,-0.055,0.064,-0.579,0.579,0.243,0.215,0.288,4.107
4472,O=C(O)c1cccnc1SCCC(F)=C(F)F,O12,0.0194771407530971,0.3463991108277239,0.036,0.1989999999999999,0.163,-0.163,-0.296,-0.031,0.05,-0.747,0.747,0.265,0.2319999999999999,0.235,3.772
4473,O=C(O)c1cc2cc(C(F)(F)F)ccc2s1,O12,0.0105103061422373,0.3850593977565129,0.057,0.244,0.187,-0.187,-0.318,-0.057,0.067,-0.507,0.507,0.261,0.241,0.301,3.826
4474,O=C(O)c1cc2c(F)cccc2s1,O11,0.0121272763179661,0.3685957014218195,0.05,0.2289999999999999,0.178,-0.178,-0.307,-0.05,0.062,-0.506,0.506,0.257,0.228,0.2789999999999999,3.888
4475,O=C(O)CC(NC(=O)C(F)(F)F)c1ccc(F)cc1,O13,0.0397627665940587,0.3690366932879274,0.021,0.186,0.165,-0.165,-0.327,-0.002,0.042,-0.5539999999999999,0.5539999999999999,0.326,0.305,0.207,3.072
4476,O=C(O)CC(NC(=O)C(F)(F)F)c1ccc(Cl)cc1,O13,0.0372638126861141,0.3657660036142941,0.023,0.187,0.1639999999999999,-0.1639999999999999,-0.3229999999999999,-0.005,0.042,-0.487,0.487,0.318,0.294,0.209,3.142
4477,O=C(O)c1cc(F)c([N+](=O)[O-])cc1F,O9,0.003086943062755,0.4641071897563469,0.0969999999999999,0.3279999999999999,0.231,-0.231,-0.366,-0.095,0.098,-0.628,0.628,0.271,0.245,0.425,3.683
4478,O=C(O)Cc1c(C(=O)O)nnn1-c1ccc(OC(F)(F)F)cc1,O16,0.024070806025054,0.3784445197648951,0.036,0.213,0.177,-0.177,-0.326,-0.0289999999999999,0.053,-0.525,0.525,0.297,0.2689999999999999,0.249,3.3710000000000004
4479,O=C(O)C=Cc1ccccc1Oc1cccc(C(F)(F)F)c1,O18,0.0155082139581264,0.3687794480326978,0.045,0.222,0.177,-0.177,-0.311,-0.043,0.0579999999999999,-0.664,0.664,0.268,0.247,0.267,3.735
4480,O=C(O)C=Cc1ccc(OCc2c(F)cccc2Cl)cc1,O18,0.0158389578577073,0.3367340390955267,0.039,0.1989999999999999,0.16,-0.16,-0.285,-0.036,0.052,-0.513,0.513,0.249,0.206,0.238,4.011
4481,O=C(O)C=Cc1ccccc1Oc1ccc(Br)cc1F,O17,0.0121640256401418,0.3550719508611785,0.048,0.2189999999999999,0.171,-0.171,-0.296,-0.047,0.059,-0.624,0.624,0.249,0.2289999999999999,0.267,4.012
4482,O=C(O)C=Cc1ccccc1Oc1ccc(Cl)c(F)c1,O17,0.0106573034309399,0.359812613421838,0.051,0.226,0.175,-0.175,-0.298,-0.051,0.062,-0.698,0.698,0.247,0.2269999999999999,0.278,4.047
4483,O=C(O)C=Cc1ccccc1Oc1ccc(F)c(F)c1,O17,0.0109145486861695,0.3595553681666084,0.051,0.225,0.174,-0.174,-0.298,-0.05,0.061,-0.675,0.675,0.248,0.2269999999999999,0.276,4.035
4484,O=C(O)C=Cc1ccccc1Oc1ccc(F)cc1,O17,0.0108777993639938,0.3555864413716377,0.05,0.223,0.172,-0.172,-0.295,-0.05,0.061,-0.6890000000000001,0.6890000000000001,0.245,0.223,0.273,4.075
4485,O=C(O)c1cccnc1Oc1cccc(C(F)(F)F)c1,O15,0.0161697017572881,0.364075534794214,0.043,0.217,0.174,-0.174,-0.307,-0.0409999999999999,0.057,-0.787,0.787,0.267,0.2339999999999999,0.26,3.748
4486,O=C(O)C=Cc1ccc(OCCCF)cc1,O14,0.0143322356485054,0.3459213696394404,0.042,0.208,0.166,-0.166,-0.291,-0.0409999999999999,0.055,-0.507,0.507,0.251,0.1969999999999999,0.251,3.991
4487,O=C(O)c1ccccc1SCc1cccc(F)c1,O16,0.019807884652678,0.3376527721499181,0.034,0.193,0.159,-0.159,-0.289,-0.0289999999999999,0.048,-0.75,0.75,0.261,0.237,0.226,3.839
4488,O=C(O)c1cn2c(ccc3c(C(F)(F)F)cc(C(F)(F)F)nc32)n1,O15,0.0015802208535531,0.4137973676978752,0.094,0.3,0.206,-0.206,-0.3229999999999999,-0.09,0.091,-0.662,0.662,0.233,0.201,0.3939999999999999,4.289
4489,O=C(O)CCCCCCCCCCCCCCCc1ccccc1,O23,0.0586151688701697,0.3343453331541091,0.009,0.146,0.138,-0.138,-0.306,0.03,0.0279999999999999,-0.596,0.596,0.336,0.324,0.155,2.972
4490,O=C(O)CCCCCCCCCCCCCCCCCCc1ccccc1,O26,0.0583211742927644,0.3348230743423927,0.009,0.147,0.138,-0.138,-0.306,0.03,0.0279999999999999,-0.596,0.596,0.336,0.324,0.156,2.9730000000000003
4491,COc1ccc(CC2CCNC2)cc1.O=C(O)C(=O)O,O18,0.0167944402342743,0.3400782274135113,0.038,0.2,0.162,-0.162,-0.289,-0.035,0.051,-0.851,0.851,0.254,0.244,0.237,3.937
4492,COc1ccccc1C1COCCN1.O=C(O)C(=O)O,O18,0.0226008331380278,0.3214463210704542,0.0279999999999999,0.178,0.149,-0.149,-0.278,-0.021,0.043,-0.537,0.537,0.257,0.215,0.206,3.887
4493,CCOC(=O)C1(Cc2ccc(C)cc2)CCCNC1.O=C(O)C(=O)O,O22,0.0070558698577257,0.3419524428444697,0.0559999999999999,0.223,0.1669999999999999,-0.1669999999999999,-0.2789999999999999,-0.0559999999999999,0.063,-0.993,0.993,0.2239999999999999,0.207,0.2789999999999999,4.471
4494,O=C(O)C(=O)O.c1cncc(C2CNCCO2)c1,O15,0.0091138318995624,0.3163381652880382,0.046,0.1989999999999999,0.154,-0.154,-0.262,-0.045,0.055,-0.484,0.484,0.216,0.201,0.245,4.62
4495,Clc1ccccc1C1CNCCO1.O=C(O)C(=O)O,O16,0.0104735568200616,0.3419156935222941,0.048,0.214,0.166,-0.166,-0.284,-0.048,0.0579999999999999,-0.915,0.915,0.236,0.22,0.262,4.237
4496,Clc1cc(Cl)cc(C2CNCCO2)c1.O=C(O)C(=O)O,O16,0.0245485472133375,0.3498902964344112,0.031,0.193,0.163,-0.163,-0.303,-0.023,0.047,-0.962,0.962,0.28,0.257,0.2239999999999999,3.572
4497,O=C(O)c1ccc(Oc2ccccc2Cl)cc1,O15,0.0249895390794454,0.3494125552461276,0.03,0.192,0.162,-0.162,-0.303,-0.022,0.047,-0.605,0.605,0.281,0.257,0.223,3.563
4498,NCC(O)c1ccc(Cl)c(Cl)c1.O=C(O)C(=O)O,O14,0.0143322356485054,0.3697349304092649,0.047,0.225,0.178,-0.178,-0.31,-0.045,0.06,-0.879,0.879,0.265,0.261,0.272,3.776
4499,O=C(O)Cc1ccc(-c2ccc(Cl)c(Cl)c2)cc1,O15,0.0196608873639754,0.3626055619071879,0.038,0.21,0.171,-0.171,-0.309,-0.034,0.053,-0.439,0.439,0.276,0.248,0.248,3.629
4500,O=C(O)C(c1ccccc1)c1ccc(Cl)c(Cl)c1,O15,0.0363083303095471,0.351176522710559,0.021,0.179,0.157,-0.157,-0.311,-0.004,0.04,-0.513,0.513,0.307,0.294,0.2,3.261
4501,O=C(O)C(c1ccccc1)c1cc(Cl)cc(Cl)c1,O15,0.0349118560668722,0.3601066079992433,0.023,0.186,0.163,-0.163,-0.317,-0.008,0.043,-0.5720000000000001,0.5720000000000001,0.31,0.302,0.209,3.23
4502,O=C(O)C(c1ccccc1)c1ccc(Cl)cc1,O15,0.0401670091379909,0.3435694130201985,0.018,0.17,0.152,-0.152,-0.306,0.003,0.037,-0.4379999999999999,0.4379999999999999,0.309,0.289,0.187,3.232
4503,O=C(O)c1ccc(-c2ccc(Cl)c(Cl)c2)cc1,O14,0.0131195080167088,0.3759088165347749,0.05,0.2319999999999999,0.181,-0.181,-0.314,-0.049,0.062,-0.5489999999999999,0.5489999999999999,0.265,0.239,0.282,3.777
4504,O=C(O)c1c(Cl)ccnc1Cl,O7,0.0170884348116795,0.4230949462083159,0.053,0.256,0.203,-0.203,-0.356,-0.05,0.068,-0.743,0.743,0.305,0.299,0.308,3.277
4505,O=C(O)CCCc1nc(-c2cccs2)no1,O13,0.0226008331380278,0.3558069373046916,0.034,0.2,0.1669999999999999,-0.1669999999999999,-0.306,-0.027,0.05,-0.421,0.421,0.2789999999999999,0.253,0.2339999999999999,3.585
4506,O=C(O)c1ccc(-n2cc(-c3ccncn3)cn2)cc1,O16,0.010436807497886,0.3759088165347749,0.055,0.238,0.183,-0.183,-0.311,-0.055,0.065,-0.525,0.525,0.256,0.2269999999999999,0.293,3.91
4507,O=C(O)CCc1nc(-c2cnccn2)no1,O11,0.0181541651547735,0.4011556008694499,0.047,0.239,0.191,-0.191,-0.3389999999999999,-0.044,0.062,-0.504,0.504,0.295,0.266,0.286,3.39
4508,O=C(O)c1cc2cnccc2nc1-c1ccccc1,O16,0.0092975785104407,0.3770847948443958,0.0579999999999999,0.242,0.184,-0.184,-0.31,-0.0579999999999999,0.067,-0.738,0.738,0.252,0.24,0.299,3.961
4509,O=C(O)CCC(=O)N1CCNC(=O)CC1,O12,0.0613713680333438,0.3485305715139119,0.009,0.152,0.144,-0.144,-0.319,0.032,0.0289999999999999,-0.943,0.943,0.351,0.346,0.161,2.847
4510,COc1ccccc1CC1CCNC1.O=C(O)C(=O)O,O17,0.0195138900752728,0.3000949648863987,0.0279999999999999,0.168,0.14,-0.14,-0.258,-0.022,0.042,-0.396,0.396,0.236,0.192,0.196,4.231
4511,Clc1ccc(CC2CCNC2)cc1.O=C(O)C(=O)O,O15,0.0025357032301201,0.2818305517650981,0.0559999999999999,0.196,0.14,-0.14,-0.2239999999999999,-0.055,0.0579999999999999,-0.86,0.86,0.1689999999999999,0.165,0.252,5.9220000000000015
4512,O=C(O)C1CSC2(CCC3(CC2)OCCO3)N1,O16,0.0629148395647213,0.3102010284847038,0.005,0.129,0.124,-0.124,-0.287,0.039,0.023,-0.909,0.909,0.326,0.306,0.135,3.065
4513,O=C(O)C1CSC2(CCN(Cc3ccccc3)CC2)N1,O19,0.0510080591798091,0.3152724349449441,0.01,0.142,0.132,-0.132,-0.287,0.023,0.0279999999999999,-0.924,0.924,0.31,0.296,0.151,3.2260000000000004
4514,O=C(O)c1cc(Br)c(=O)n(Cc2ccccc2)c1,O15,0.0149937234476672,0.360033109354892,0.044,0.217,0.173,-0.173,-0.303,-0.042,0.057,-0.547,0.547,0.261,0.2319999999999999,0.261,3.831
4515,O=C(O)c1ccc(Br)cc1O,O9,0.0211676095731772,0.3813477162167719,0.04,0.22,0.18,-0.18,-0.326,-0.035,0.0559999999999999,-0.578,0.578,0.291,0.278,0.259,3.435
4516,O=C(O)c1cc2ccccc2[nH]c1=O,O12,0.0079746029121171,0.3681179602335361,0.059,0.239,0.18,-0.18,-0.301,-0.059,0.067,-0.624,0.624,0.242,0.21,0.298,4.129
4517,O=C(O)CCN1CCNCC1,O10,0.0646788070291527,0.3070038374554217,0.005,0.126,0.121,-0.121,-0.285,0.042,0.022,-0.887,0.887,0.327,0.307,0.131,3.06
